1.000000000000000000e+00	3.160392335488177246e+12
2.000000000000000000e+00	1.003362351954638477e+13
3.000000000000000000e+00	1.972139011003553906e+13
4.000000000000000000e+00	3.185402143057886719e+13
5.000000000000000000e+00	4.620375029923575781e+13
6.000000000000000000e+00	6.260976066919560938e+13
7.000000000000000000e+00	8.094991782372142188e+13
8.000000000000000000e+00	1.011268451090310781e+14
9.000000000000000000e+00	1.230601616785172812e+14
1.000000000000000000e+01	1.466819733309225938e+14
1.100000000000000000e+01	1.719339124259990938e+14
1.200000000000000000e+01	1.987647978684899062e+14
1.300000000000000000e+01	2.271294668181928750e+14
1.400000000000000000e+01	2.569873964826889062e+14
1.500000000000000000e+01	2.883021124753261250e+14
1.600000000000000000e+01	3.210404378609402500e+14
1.700000000000000000e+01	3.551719646139905625e+14
1.800000000000000000e+01	3.906688237090965000e+14
1.900000000000000000e+01	4.275051965634281875e+14
2.000000000000000000e+01	4.656571782155856250e+14
2.100000000000000000e+01	5.051023537424022500e+14
2.200000000000000000e+01	5.458197988836998125e+14
2.300000000000000000e+01	5.877900150678737500e+14
2.400000000000000000e+01	6.309944895850945000e+14
2.500000000000000000e+01	6.754157911746660000e+14
2.600000000000000000e+01	7.210375519071595000e+14
2.700000000000000000e+01	7.678440517230202500e+14
2.800000000000000000e+01	8.158204670846495000e+14
2.900000000000000000e+01	8.649527254087280000e+14
3.000000000000000000e+01	9.152273413806750000e+14
3.100000000000000000e+01	9.666314906756160000e+14
3.200000000000000000e+01	1.019152815659897125e+15
3.300000000000000000e+01	1.072779603445968500e+15
3.400000000000000000e+01	1.127500490383753000e+15
3.500000000000000000e+01	1.183304689471093250e+15
3.600000000000000000e+01	1.240181741076916250e+15
3.700000000000000000e+01	1.298121587911709000e+15
3.800000000000000000e+01	1.357114566905718500e+15
3.900000000000000000e+01	1.417151382344529250e+15
4.000000000000000000e+01	1.478222903448775750e+15
4.100000000000000000e+01	1.540320596079140000e+15
4.200000000000000000e+01	1.603435864870414500e+15
4.300000000000000000e+01	1.667560628629914000e+15
4.400000000000000000e+01	1.732686979846558750e+15
4.500000000000000000e+01	1.798807283402002500e+15
4.600000000000000000e+01	1.865914102849664500e+15
4.700000000000000000e+01	1.934000206662267250e+15
4.800000000000000000e+01	2.003058593221996750e+15
